account_id,customer_id,account_number,account_type,currency,balance,status,created_at,updated_at
85048d71-8582-4a8d-846f-e1ecb0d34825,9ceaa9b8-8ac1-4d00-a8e2-d01ecef68734,HJXV77003347304778,Checking,PHP,388521.11,ACTIVE,2025-02-02,2026-04-13
bfa0d713-b572-4cf0-97de-c91ce77be264,3b6810da-7992-4837-916f-c81b2ffdfea6,QKHD30916211476682,Checking,PHP,202077.34,ACTIVE,2024-08-27,2025-03-22
21ae77b0-767c-4ee9-b2db-e5a72af014d7,5df90721-5df7-4c97-9efa-c39e74ed2979,LCOO43191014386144,Savings,PHP,408957.54,ACTIVE,2026-02-27,2026-06-01
85ff43c8-f56f-450b-aabe-b0db54ad2130,2516b3e9-30c8-463d-9624-295737b1aca1,NKNE22904912797418,Savings,PHP,323825.02,ACTIVE,2021-11-21,2025-06-14
72a9870f-03c8-4b4a-af33-ad536a9401ee,0536a6c5-d399-4370-8fa3-8d7b0aa260b3,BXPA18409661903466,Checking,PHP,148592.46,DORMANT,2026-02-27,2026-04-08
31be2773-7274-456b-91b2-9dfd949404f9,828a5962-fcb1-4f0b-b0ef-b350e95b7eff,JGPN82543518589702,Savings,PHP,405631.27,ACTIVE,2021-09-21,2025-04-06
04607a46-3906-4c93-a3c3-e9bae37af6eb,5de56598-5044-4c78-86f6-ee6555c8db85,AAXO49090825954075,Savings,PHP,390065.66,ACTIVE,2024-06-16,2024-07-19
12b8a476-acaa-4357-be93-b486619a4b45,120206cb-5b1e-4a60-ae00-61874164e06a,REQX44063578908868,Checking,PHP,154852.5,CLOSED,2022-05-31,2022-07-22
5022ddc9-0eb4-4e1b-94aa-e39ae3490ff8,8627a44b-a448-48be-abb7-15d105d7704b,VYCY51852849949825,Savings,PHP,205615.64,ACTIVE,2023-04-08,2026-02-20
9c98c173-8d6b-4ee2-b4bd-8f20894fa078,1e578a7b-cc1c-456b-9fd4-dd64052e791d,JBSQ08965562395354,Checking,PHP,119167.46,ACTIVE,2021-07-19,2021-07-24
9786fd09-3d24-4128-9395-224cbec0d9bc,366a0080-29bb-499b-bb85-f6d5da534ce7,JMCL18823460192434,Savings,PHP,191301.42,ACTIVE,2019-11-05,2025-12-07
39c14b41-ac10-40ca-bda0-b8faf6fb4fbc,397f0186-4789-4847-bb2d-f764016bc974,FKAM35317178270426,Savings,PHP,245982.51,ACTIVE,2020-01-05,2025-09-04
0af27607-7b39-4f98-9272-9395744dc8bb,8e62cbde-4fc6-4b62-805f-15474e3eff3c,CKXQ15313256871242,Checking,PHP,318692.14,ACTIVE,2021-02-13,2024-11-04
22f5b844-c029-496d-bdda-6420e41b0302,d70bbb7d-d186-4a8d-ac91-aeaef39ef24c,CTUU20777806799708,Savings,PHP,88075.05,ACTIVE,2025-03-24,2026-03-17
c4ddb4a6-2b75-4718-a8cf-b3b98c6b5c0d,98cbe646-2bf3-487c-aaac-6d4f5a381ba7,UYAF36264890462796,Savings,PHP,56771.93,DORMANT,2025-11-18,2025-12-19
ebb8efdd-0a73-4552-9eb9-e1fbfcbe7cd8,cc30cff9-ad88-467f-bc78-06aafda69cc2,WXOQ20944607691271,Savings,PHP,289554.04,ACTIVE,2020-07-10,2022-03-26
22f0f4e4-69bc-468f-864d-881b82779aea,98bdd9e7-2f92-444b-bd9a-28af85d4dccb,NHNC42289191415469,Savings,PHP,106879.33,ACTIVE,2022-11-14,2025-09-14
104c9069-8054-49d1-98d8-3d8a99d16639,0eacfa0e-60c1-4f8c-9703-3fc74a818606,HGHF71844017060463,Savings,PHP,74885.6,ACTIVE,2020-09-10,2023-02-14
32c3539e-de7b-4f27-83d8-b3267d9b3d00,1405eeba-b85f-415d-bd4e-d976f621cc3d,VEDJ09799288576441,Savings,PHP,470718.95,ACTIVE,2023-06-22,2024-09-07
c9eb4f12-594f-4de1-bb06-0ef8a95da745,8627a44b-a448-48be-abb7-15d105d7704b,HJJY36781985546895,Savings,PHP,362127.14,DORMANT,2022-02-01,2024-09-17
c20bbdf4-e351-49dc-8c52-6ec0a3e9f913,20b2aea5-4ccd-4f06-811a-d60a87d27eb2,CHBM86501536370722,Savings,PHP,471320.04,ACTIVE,2025-10-09,2026-02-16
bc8b0bda-8196-4cff-8e83-b7b63f8f479d,4f7b309b-8c2b-49a3-a4cc-83b6de294eae,GEDF21852068089531,Savings,PHP,475277.01,DORMANT,2022-07-06,2024-09-26
681926f1-8f71-4ab3-8fcf-86569f559496,4c38bec2-dff8-4bd4-89dd-ad1972087331,CRCX87913203028335,Savings,PHP,347458.27,DORMANT,2021-11-26,2023-03-27
e15c1953-cf61-4611-9f23-8a0a12ea83aa,0bd0b8e9-3a57-45b0-9361-b4e81117ff00,SQUO92624466006365,Checking,PHP,100455.27,ACTIVE,2024-08-30,2025-12-24
9880860f-0277-4b9c-b4d9-fdd7f8130d68,d09b9fc8-47e5-42eb-8c36-3769075677fd,YSJN07563823513837,Checking,PHP,200984.82,ACTIVE,2025-10-15,2026-05-11
28a2cfac-b7d4-472c-868b-ae995b0f86fe,4504beb2-46f7-4021-be5d-78641803b1c8,DWYU17067299134859,Savings,PHP,26620.04,ACTIVE,2022-05-15,2022-05-16
e93da734-b1d6-47d2-ad47-b71835d6a6a1,95ee7264-4ee1-48de-b217-365236efc14b,YIEN52940966749532,Checking,PHP,170720.91,ACTIVE,2025-10-04,2026-01-02
20706de9-d17a-42ad-90e9-717b06f16180,9faa0b32-78c7-43ab-a265-320b216751ff,GALP75119001299944,Savings,PHP,283478.38,ACTIVE,2021-01-10,2025-04-06
8b19cc97-874d-482c-a727-d674d6523be1,be0d9852-ba12-4913-aaa6-9c2155c4d7d8,YQHY50994150103073,Savings,PHP,228291.31,ACTIVE,2022-07-16,2024-05-14
6428fd5b-4917-4b4b-b6a1-2745a03daa89,ce20bf98-2d52-4dcc-ad82-9786137082d1,XJSX25919914507497,Savings,PHP,427030.78,DORMANT,2022-10-29,2024-03-20
6d0f0709-8123-40f5-84f2-75a1882b91ff,1130d9dc-8027-4ad1-a936-7014f2bcf9b4,YSWO93939745001862,Checking,PHP,474534.44,ACTIVE,2020-06-27,2025-05-19
f43d0054-b2b8-4dd2-b3f8-5ff002d5224c,dc1cb73a-8def-4129-80ed-655c93a04f5b,SHHL59424654453641,Checking,PHP,173323.28,DORMANT,2022-09-28,2022-12-30
adb640f4-4976-403c-986f-725a6549bc46,5eebe5ce-dcf9-4749-b20c-7c3b74f7a707,ZYQD27973783074082,Savings,PHP,277197.7,ACTIVE,2026-05-13,2026-06-09
1145d9e0-e4d1-4f9c-b659-05a3308ea362,bc53c5f7-3e22-4ea8-b126-faa4d651d00c,FHZI49476810461504,Savings,PHP,398457.42,ACTIVE,2022-11-26,2025-04-29
f7423127-e434-4d83-aa76-0d00d45584a9,7d4ca99b-457b-4104-adcb-0cd757ddca0f,UKZD77981208938270,Checking,PHP,216462.26,DORMANT,2020-04-30,2023-02-24
2962015f-cd10-4fcc-bbac-e7cb7485dcf6,5a6bf114-0512-46c5-aaa5-b4ab1d4785f1,WIWS57414812354944,Savings,PHP,108032.54,ACTIVE,2023-06-01,2024-05-01
bebbf5ef-6f23-4a90-80b0-7c7f19a2fdf9,9286f594-6eca-4671-99dc-b570f6098956,GZPE34130346922873,Checking,PHP,474820.25,ACTIVE,2022-06-21,2023-09-20
57b8daa9-539b-4148-8135-47ffc8c0fb57,d3bc6f01-37a0-4fef-8830-6afefefb47d1,IZOC02626727771872,Checking,PHP,298295.91,ACTIVE,2025-11-09,2026-06-11
0dc5a02b-bdb7-45ae-a461-b9ed047e925c,f5b8074b-0308-4495-81e9-af0d036d8af2,YNPZ88077542563472,Savings,PHP,332363.04,DORMANT,2023-06-28,2025-04-11
ed3d1340-7108-47c3-8ebd-1e22042efc99,c0343f86-e9a8-43de-aa1d-27501bb417c4,CBJI78435527489528,Checking,PHP,226480.94,ACTIVE,2019-08-16,2019-10-05
3ea5c8e0-e149-41e7-bfb3-e72c591e4f20,b121169c-f4e4-4fdf-b9fe-e29986642bf0,HMYA45592724765666,Checking,PHP,477642.58,ACTIVE,2025-02-23,2025-11-10
02030219-31b2-4c90-8dcb-294b0983805c,92d87ae3-05fc-4c6d-abde-23693e62c603,CPZC28024376484990,Checking,PHP,254840.26,ACTIVE,2020-03-17,2023-01-08
dbaf4d4b-aea5-4e7a-8dae-acc31bf2910a,e3e39fdb-3adc-43ae-a836-8c484bcd5ecd,JXPX99909891002498,Checking,PHP,139445.31,ACTIVE,2022-12-17,2024-08-09
78ab3ed2-d5e0-4cc9-a7ff-a155a0793db3,cb664a5f-465e-4ab7-a287-16ebd6fef7d5,SINN28528177499550,Checking,PHP,89479.31,ACTIVE,2019-12-27,2024-11-30
e610a9d5-b0a1-4273-a039-0e4a97a4b1b7,34212ae0-0bb8-42a2-86b6-d526df8477ee,TMFO67406083948197,Savings,PHP,37651.99,ACTIVE,2022-01-22,2025-12-21
65cb2612-c055-4765-9d71-7908dda9b086,7c6e8b92-6f55-4349-a0cf-110b34131de2,UQAH93527567537898,Checking,PHP,257345.36,CLOSED,2024-04-22,2025-03-19
7cd671d2-82ad-4855-a388-1969c01dd98c,d6cb7fdb-012a-44af-b17a-6ad6510f5936,AKLJ58055388124777,Checking,PHP,8877.37,ACTIVE,2023-11-02,2024-10-27
04f20088-6000-4f57-9bfc-dff77ef59d06,5eebe5ce-dcf9-4749-b20c-7c3b74f7a707,PSWA38804841903139,Savings,PHP,380775.57,ACTIVE,2023-12-19,2026-06-13
2b1dd696-8566-46bf-810f-eb4c08b31b78,d070d486-0344-43e4-af85-1fc6a25f90cb,ZVVN76219776000915,Savings,PHP,474560.09,ACTIVE,2022-01-05,2022-07-16
94795967-42a1-410d-8bdc-fcc26f5699b9,45b2a363-9b7c-4763-aa31-66bf1d57873a,PZBQ75021999472724,Savings,PHP,177076.33,DORMANT,2025-11-14,2025-11-27
1178e91f-6ffa-49f9-8f39-124f637a776f,b3ad2c4f-07c4-4e90-9f14-87fae3a7ba0d,PFWU24541568911838,Savings,PHP,294149.39,ACTIVE,2020-04-22,2021-07-23
351d80bc-a006-4ef5-8541-3fdef9afb806,f4bd8ddb-e86d-409d-beeb-6d670d38f34b,TREV08628638899579,Savings,PHP,120817.08,ACTIVE,2021-04-09,2022-09-04
ea5ba311-fbc3-4d61-912c-e8ab8838bc5b,a9c379f7-8c76-49a0-bf73-d7680a09afd0,FGRO84657104278167,Savings,PHP,146172.66,ACTIVE,2019-08-02,2020-01-23
0b28d2df-d1e6-441b-ae50-0828188f3f4b,839e0380-d509-440e-b57e-b45d970f3676,MLUN90025690226667,Savings,PHP,412897.86,CLOSED,2021-09-07,2022-06-07
35a4c8fd-87f5-432b-a315-6323aa129284,55b5f13f-515f-49d0-b518-6a60c75aa54a,GIIZ93019955681491,Savings,PHP,229186.54,ACTIVE,2019-08-14,2020-10-16
f91f6d0f-19f2-4d18-bb9c-56988f9176d5,15b493ae-d412-40fb-93ca-ffb13ef12970,PLBW44308512226847,Savings,PHP,182918.61,ACTIVE,2025-08-17,2026-05-10
d9843c6d-ebd0-47be-9f78-ce4efd5660e8,de514ee9-2da8-462c-8e6a-fa69b5ae4f1b,XVKP12454156481955,Savings,PHP,102210.78,ACTIVE,2020-01-30,2025-07-03
b842b7c6-7bb2-4420-b304-ce3af9bc45f2,0aaf2e05-48f7-42e2-9148-643ddb29cbd6,IDWM98020723842223,Savings,PHP,419664.39,ACTIVE,2023-06-15,2025-05-23
8ea71223-09ea-4401-89d5-3bbae6c6f515,4aad66dd-8e5c-4b55-9147-9e508d10f200,CPRK16418249061628,Savings,PHP,149771.46,ACTIVE,2020-06-24,2021-01-23
27fa8e67-c381-4f6d-9969-518782d0a44a,7deece30-28cf-420c-a026-d6bbc8aee291,CHEF29038890050415,Checking,PHP,460465.67,ACTIVE,2023-07-26,2023-10-05
2badc2fa-e77d-4564-9643-012b2982ed5f,37a04e64-e382-4090-8835-cc8f6d5eda4e,XJHW56403602879291,Checking,PHP,52759.11,ACTIVE,2024-10-27,2025-11-15
75ab0fac-87f8-4ae2-8f56-43e30f0f68f4,ac2d1767-f6ce-46b3-89f8-165c6c8a38ae,UEAP31685195251185,Savings,PHP,205370.91,ACTIVE,2020-08-15,2020-08-26
ae3ba4cb-a971-4dc1-be19-db5e2007d383,d070d486-0344-43e4-af85-1fc6a25f90cb,RLYQ60195307063693,Savings,PHP,69751.63,ACTIVE,2021-12-18,2023-08-22
acfc8276-3357-4524-9d14-9cd9d580bcff,f47d2f0b-899c-46a9-81a2-65f7d789f8c0,LCNK81826004762703,Checking,PHP,270652.42,ACTIVE,2024-06-03,2025-01-27
c040dffe-a2d9-49e4-85fa-32f733607037,36187e0b-8d26-44f1-9a26-9189de27f442,OHBW05263314815054,Savings,PHP,96699.3,DORMANT,2023-08-12,2025-03-20
d636fb15-519c-4cea-9b0e-30af5453cf05,be8ac1a1-00ef-4033-8e91-51981d5130f8,FYIQ11127549973391,Savings,PHP,269979.41,ACTIVE,2025-11-05,2025-12-02
cc367d5b-f951-4353-98b2-b0c6e4b6252b,6ae6a0d2-2d8e-428d-86d3-8a33a0bd28fe,XGZO11960185332298,Savings,PHP,451462.89,CLOSED,2022-09-10,2023-01-30
c54ffc41-7340-45ff-8c87-42fe19c037cd,cd6fd394-1520-4e18-bf73-de7927dec897,NSFD11841022869390,Checking,PHP,35724.25,ACTIVE,2022-02-03,2024-03-02
a5fd02ca-8e88-4611-bc8b-7bbe1785638f,4e7fa966-c128-4965-bdfe-9e60615b63f0,CJBD50237305453685,Savings,PHP,259319.2,ACTIVE,2022-01-19,2022-03-19
07eaaad7-f777-4317-a6d1-c0242ce4bf53,cff093f0-081c-4676-b739-9945e19e9795,YUVY24521179670694,Checking,PHP,454731.17,ACTIVE,2021-11-26,2023-07-19
77475f69-1313-437c-a377-54c24c62c8fb,bbe5eed4-5cdf-4fb8-a2a3-65c1cd618de1,JXNG12103955697779,Savings,PHP,186040.04,ACTIVE,2024-11-02,2025-05-30
9d29a57d-76be-42fa-81a8-6b3a91d6f64d,4c38bec2-dff8-4bd4-89dd-ad1972087331,VKCW70722455836945,Savings,PHP,44146.14,ACTIVE,2021-12-02,2024-12-14
09f119f2-5526-422b-9191-1617a9aec011,aba1249e-6dce-4c70-94bf-69b375b58c96,KTSG38096477611377,Savings,PHP,228873.81,ACTIVE,2025-11-11,2025-12-02
d24ebd08-a85c-422b-b6c6-7846fb4bfe1a,0c7a645d-f86f-48aa-967e-6bc40c97e096,QMMZ97554242024471,Savings,PHP,449350.7,ACTIVE,2025-03-29,2026-03-01
cfdc268a-51d8-4b1c-a122-5f3743930270,15c3dc34-6b97-45c1-b72a-773883456383,BKOM92389759676706,Savings,PHP,198863.28,ACTIVE,2019-11-26,2023-11-05
4faf958e-2855-4468-979c-4433381bbfde,9a4c5890-307b-467a-b6ed-e71884a85966,TOCG83735808570256,Checking,PHP,264860.21,ACTIVE,2025-06-07,2026-01-26
f51daad8-2576-4de9-9d29-7ea0b0f21961,ac108920-54fb-421e-bba1-99ff538367cc,EXNU97395687748187,Checking,PHP,202612.61,ACTIVE,2021-01-05,2021-12-16
413fadc2-415a-41e6-a224-12d6e4095250,4383a6e0-e0ae-41c7-a99f-5d51b902d3f2,KPFT77259063408565,Savings,PHP,164976.48,ACTIVE,2021-10-14,2021-12-24
fe26bc9a-7e5e-4028-bbd3-127120e64526,0f1e9ecb-88f8-49fb-bb75-65083c3cb412,RHBY70207717086426,Savings,PHP,269007.3,ACTIVE,2022-01-13,2026-04-11
25d26ab7-7336-45ce-9c22-b3c0c5e5f4d8,0172dbb7-e2d0-4d79-87f2-ea0dfecd50b0,NYHB26704563232703,Savings,PHP,412955.12,ACTIVE,2024-10-04,2025-03-01
073de679-d7b6-4c91-9a6c-72da135aea65,bed718e1-5af0-415e-baaa-8cdf7ca64dfc,WAVM58655435096136,Checking,PHP,399699.93,ACTIVE,2025-09-04,2025-11-05
cf46bc2e-7fcb-4d9d-a75a-51ffde7305d8,db877f12-588c-4e75-a323-b770b6295710,FNAN96528290053867,Savings,PHP,132000.73,ACTIVE,2019-10-30,2020-06-09
6e12bd71-6c0a-403e-a7f9-bb56f7ce5848,be0d9852-ba12-4913-aaa6-9c2155c4d7d8,UXXQ66077205245464,Savings,PHP,362331.18,ACTIVE,2020-10-09,2023-04-01
b3a1561c-af6b-4d84-87d2-b23733b2ee16,199b1741-a25e-4035-b104-447adc9e2cdf,GQDQ09981997055065,Checking,PHP,333559.01,ACTIVE,2026-03-01,2026-05-20
ded776f7-436f-4b8b-9108-58716cdf19b9,e43e7215-73fc-45f7-a5eb-a4a8771c3aac,ARPL61015415841643,Checking,PHP,73889.47,ACTIVE,2024-05-13,2024-06-08
d1b08712-f51a-4d1c-a632-106353c14902,48ac1b29-ecb4-48a5-a4af-80c9b4aff70a,QNAB77971386709910,Checking,PHP,376513.81,ACTIVE,2024-07-12,2025-10-07
9307c67c-016a-429e-a87a-43e470362b36,eb37a4bf-fb4f-4c8b-ba80-0e84bed487a8,ZYTT46983084460064,Checking,PHP,346494.11,ACTIVE,2024-07-18,2025-11-20
21f4d853-a0fc-4e00-a028-665bc90cab1e,f00972d2-1a20-4d45-9557-282a37b5e281,BYQX26530339494222,Savings,PHP,369874.68,CLOSED,2022-07-23,2024-07-13
384912dd-dcd8-4cdc-83cb-a05139d40cf3,41cf88f9-6890-4426-b19f-620c171ebf0c,PZID49949234932903,Savings,PHP,172711.9,ACTIVE,2024-03-29,2025-01-14
